doc_id,cited_by_count,topic,topic_weight,topic_label,hex_colour,topic x,topic y
8107,0,7,0.06202512868956514,7: [n=215] igm|ns1|positive|igg|samples|elisa|antigen|antibodies|detection|test,#f032e6,6.4485803,3.6371734
8108,0,1,0.08687868520945803,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-1.9274096,1.442729
8109,0,10,0.027899544840552307,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.8777162,11.001315
8110,0,7,0.10341380881888526,7: [n=215] igm|ns1|positive|igg|samples|elisa|antigen|antibodies|detection|test,#f032e6,6.2873836,5.0014076
8111,0,11,0.052233966609426724,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,6.803226,2.173169
8112,0,0,0.006588824266594664,0: [n=703] outbreak|surveillance|epidemic|reported|imported|epidemiological|years|outbreaks|pakistan|system,#e6194B,0.10565915,10.12004
8113,0,19,0.029207334486347377,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,6.0956693,3.9326875
8114,0,11,0.03721391226895938,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,6.010806,2.5371263
8115,0,7,0.07967700598121173,7: [n=215] igm|ns1|positive|igg|samples|elisa|antigen|antibodies|detection|test,#f032e6,6.666925,5.8894224
8116,0,11,0.08627760489225143,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,7.2181873,1.3372103
8117,0,4,0.11447948368461769,4: [n=234] extract|larvae|aegypti|ppm|concentration|leaf|extracts|leaves|larvicidal|papaya,#f58231,0.35822278,4.734976
8118,0,2,0.08096617964511785,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.85624,2.3818908
8119,0,17,0.059094333807715865,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.870932,7.2603893
8120,0,12,0.047250165709553,12: [n=92] df|risk|factors|dss|levels|ci|associated|significantly|severity|guangzhou,#9A6324,8.56761,5.5716996
8121,0,17,0.02969550382586939,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.8161315,9.583836
8122,0,2,0.03162835503798042,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,9.542849,2.679522
8123,0,10,0.14769821350286527,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.5731261,11.867653
8124,0,14,0.11623364542946539,14: [n=134] children|shock|years|severity|age|severe|hepatic|liver|dysfunction|dss,#800000,4.003717,2.2050774
8125,0,2,0.02443465324974906,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.152543,2.4408169
8126,0,9,0.11426053948144617,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,8.036525,7.485004
8127,0,13,0.03796058908495626,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,3.7735863,8.443573
8128,0,15,0.08200381767733037,15: [n=205] zika|zikv|chikungunya|yellow|viruses|microcephaly|flavivirus|nile|brazil|west,#aaffc3,5.09037,9.944914
8129,0,0,0.024366314754332687,0: [n=703] outbreak|surveillance|epidemic|reported|imported|epidemiological|years|outbreaks|pakistan|system,#e6194B,3.1569529,6.4860334
8130,0,6,0.044468623500388084,6: [n=127] de|la|en|el|del|que|los|se|para|da,#42d4f4,3.1093767,4.5419197
8131,0,5,0.05042985442495278,5: [n=247] knowledge|prevention|attitude|practices|regarding|respondents|practice|among|students|community,#911eb4,-3.035066,6.090578
8132,0,8,0.0465169676170507,8: [n=51] tertiary|care|hospital|india|centre|admitted|profile|south|center|teaching,#bfef45,4.690102,0.33619705
8133,0,4,0.05432820490205701,4: [n=234] extract|larvae|aegypti|ppm|concentration|leaf|extracts|leaves|larvicidal|papaya,#f58231,0.04538144,5.9020677
8134,0,7,0.03570333287985638,7: [n=215] igm|ns1|positive|igg|samples|elisa|antigen|antibodies|detection|test,#f032e6,7.461958,6.1191926
8135,0,2,0.024241577838892858,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,12.02804,2.2679896
8136,0,8,0.21707911077278136,8: [n=51] tertiary|care|hospital|india|centre|admitted|profile|south|center|teaching,#bfef45,4.5112677,-0.00026685456
8137,0,16,0.04798796738512107,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,1.2259563,7.788571
8138,0,17,0.06505391664307528,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.8139434,7.3972554
8139,0,4,0.12304076812907218,4: [n=234] extract|larvae|aegypti|ppm|concentration|leaf|extracts|leaves|larvicidal|papaya,#f58231,0.08334611,3.0082705
8140,0,1,0.04349434655219917,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-0.8845677,1.2493114
8141,0,9,0.014979825903546184,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,7.0004683,8.530464
8142,0,16,0.08170576193020782,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,0.15292726,7.1325903
8143,0,7,0.033140645814992695,7: [n=215] igm|ns1|positive|igg|samples|elisa|antigen|antibodies|detection|test,#f032e6,6.665879,4.3537374
8144,0,16,0.09475482042463734,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,-0.45253822,-0.077847034
8145,0,16,0.12263860437198594,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,-0.9029756,0.687743
8146,0,7,0.049074613580531036,7: [n=215] igm|ns1|positive|igg|samples|elisa|antigen|antibodies|detection|test,#f032e6,7.34687,6.260477
8147,0,1,0.01875704471603573,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-0.78882164,0.50383687
8148,0,17,0.10679422327707623,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.0778642,8.5773945
8149,0,11,0.11199909305150275,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,7.740334,1.1849843
8150,0,18,0.020076156502898738,18: [n=122] typhus|scrub|malaria|febrile|leptospirosis|acute|illness|infections|diagnosis|thrombocytopenia,#000075,9.891328,2.6896498
8151,0,2,0.03833089102021668,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.384066,1.7131615
8152,0,4,0.03182700677944572,4: [n=234] extract|larvae|aegypti|ppm|concentration|leaf|extracts|leaves|larvicidal|papaya,#f58231,0.19003758,4.133799
8153,0,17,0.02285182129375104,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-3.238113,6.9517193
8154,0,17,0.06094829856619484,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-3.5508292,6.889955
8155,0,13,0.0212936207398792,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,3.8793764,7.6893873
8156,0,0,0.0372777378392395,0: [n=703] outbreak|surveillance|epidemic|reported|imported|epidemiological|years|outbreaks|pakistan|system,#e6194B,2.0827417,8.794618
8157,0,19,0.060321595504521854,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,4.534316,5.074003
8158,0,6,0.17477153357330247,6: [n=127] de|la|en|el|del|que|los|se|para|da,#42d4f4,2.2999885,4.165902
8159,0,13,0.009243667456084528,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,1.867177,9.766578
8160,0,19,0.15960608869505205,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,5.4701176,2.8108387
8161,0,18,0.006117765181832308,18: [n=122] typhus|scrub|malaria|febrile|leptospirosis|acute|illness|infections|diagnosis|thrombocytopenia,#000075,7.4762383,4.152042
8162,0,1,0.13423015857522583,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-2.0617101,1.1688398
8163,0,2,0.017339060511360107,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,9.357843,2.8725348
8164,0,2,0.030416134091935734,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,12.881373,2.6637642
8165,0,19,0.04880072842509173,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,6.6906238,2.8313782
8166,0,4,0.012344066561367497,4: [n=234] extract|larvae|aegypti|ppm|concentration|leaf|extracts|leaves|larvicidal|papaya,#f58231,5.0697575,8.517678
8167,0,19,0.07685552357270616,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,5.510918,3.2604415
8168,0,17,0.011412065768011974,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.2087301,8.724692
8169,0,17,0.04525282196388773,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.8941722,8.363178
8170,0,17,0.10582573973879116,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.115813,8.583768
8171,0,2,0.04916125691287579,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,12.004215,2.308647
8172,0,6,0.18088839861803718,6: [n=127] de|la|en|el|del|que|los|se|para|da,#42d4f4,2.3060906,4.241764
8173,0,1,0.11184638230718728,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-1.4528527,-0.5427847
8174,0,19,0.0840403177924571,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,5.6470456,3.5048327
8175,0,14,0.02470152358958486,14: [n=134] children|shock|years|severity|age|severe|hepatic|liver|dysfunction|dss,#800000,2.651112,2.1676998
8176,0,2,0.015259055823546934,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.382171,2.7310765
8177,0,3,0.04662605840543286,3: [n=190] climate|change|temperature|incidence|rainfall|factors|humidity|climatic|weather|correlation,#4363d8,-2.6284702,12.0193615
8178,0,1,0.11481963839110432,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-1.5424974,-0.5826506
8179,0,10,0.08513528899436956,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.57162106,11.876983
8180,0,1,0.10751574180951655,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-1.0139658,-0.76145536
8181,0,6,0.20677732630231652,6: [n=127] de|la|en|el|del|que|los|se|para|da,#42d4f4,2.2952733,4.1513376
8182,0,15,0.13422054680473683,15: [n=205] zika|zikv|chikungunya|yellow|viruses|microcephaly|flavivirus|nile|brazil|west,#aaffc3,5.876373,11.118801
8183,0,13,0.03129488158133229,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,4.3514166,8.371006
8184,0,17,0.023604457755557483,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.3093462,7.724024
8185,0,11,0.12978147131376258,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,7.602132,1.5619571
8186,0,16,0.09295947610555914,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,-1.0492831,7.3756537
8187,0,4,0.1299130183069849,4: [n=234] extract|larvae|aegypti|ppm|concentration|leaf|extracts|leaves|larvicidal|papaya,#f58231,0.10678923,4.1113167
8188,0,7,0.14205487722909993,7: [n=215] igm|ns1|positive|igg|samples|elisa|antigen|antibodies|detection|test,#f032e6,6.818943,5.3251424
8189,0,1,0.09571919508686223,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-1.9048434,0.5079652
8190,0,19,0.08384540979025219,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,6.04285,2.9614735
8191,0,2,0.020825985871350372,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,12.362131,2.9111187
8192,0,1,0.10239503261566135,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-1.5925401,-0.57345057
8193,0,1,0.13676596306430755,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-1.6286471,-0.5857607
8194,0,2,0.026312185858602902,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,12.025007,2.3136542
8195,0,17,0.03651554273661444,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.7055192,8.631098
8196,0,15,0.0665459875148278,15: [n=205] zika|zikv|chikungunya|yellow|viruses|microcephaly|flavivirus|nile|brazil|west,#aaffc3,5.3468614,10.594168
8197,0,10,0.10103429803030019,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.8729963,12.261978
8198,0,8,0.02490466638799109,8: [n=51] tertiary|care|hospital|india|centre|admitted|profile|south|center|teaching,#bfef45,3.945819,1.313124
8199,0,10,0.0954194809540383,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,1.0085304,11.896364
8200,0,11,0.10692596791759759,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,7.504777,1.4107996
8201,0,7,0.04632419596519788,7: [n=215] igm|ns1|positive|igg|samples|elisa|antigen|antibodies|detection|test,#f032e6,6.8626328,5.6425714
8202,0,16,0.04507606782465478,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,1.7906386,7.5364804
8203,0,17,0.08254015653917907,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.9001994,7.2155924
8204,0,14,0.04682547153711892,14: [n=134] children|shock|years|severity|age|severe|hepatic|liver|dysfunction|dss,#800000,3.2684927,2.5090559
8205,0,19,0.08152694576982011,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,6.0925474,2.786442
8206,0,2,0.04380496564422308,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,9.308139,1.9526743
8207,0,2,0.020547785166320724,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.242018,3.036223
8208,0,17,0.0582267036752857,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.9009504,7.2219505
8209,0,10,0.09296841314199236,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,1.5538946,11.283567
8210,0,12,0.14905333370055146,12: [n=92] df|risk|factors|dss|levels|ci|associated|significantly|severity|guangzhou,#9A6324,9.527311,5.2989607
8211,0,17,0.04608735419052602,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.9569244,8.637566
8212,0,18,0.14397264137556823,18: [n=122] typhus|scrub|malaria|febrile|leptospirosis|acute|illness|infections|diagnosis|thrombocytopenia,#000075,7.452842,3.5731
8213,0,2,0.0812102883841394,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,11.049252,2.4859295
8214,0,13,0.009308241704516964,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,2.3822434,8.619526
8215,0,19,0.06337081273211029,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,3.9557745,4.804268
8216,0,16,0.08104621373168494,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,0.27217206,7.1705346
8217,0,10,0.04361156367795968,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.697025,12.081917
8218,0,2,0.04344938368713529,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,12.028612,2.3283331
8219,0,10,0.12086229935679968,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,1.0193926,11.957629
8220,0,9,0.07858352129600127,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,6.8894315,8.542256
8221,0,17,0.11096645618504919,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.7033474,8.04058
8222,0,10,0.06445331486317875,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.92424875,11.009578
8223,0,17,0.028613259241143746,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.206891,8.350902
8224,0,17,0.06452763176582872,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.7586737,7.2867565
8225,0,1,0.15167208707153335,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-1.5986105,-0.24436235
8226,0,1,0.12497447720748935,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-1.594767,-0.5750389
8227,0,5,0.06755739067949212,5: [n=247] knowledge|prevention|attitude|practices|regarding|respondents|practice|among|students|community,#911eb4,-3.3143208,5.8531723
8228,0,4,0.08727037014053037,4: [n=234] extract|larvae|aegypti|ppm|concentration|leaf|extracts|leaves|larvicidal|papaya,#f58231,0.097413905,4.8105583
8229,0,4,0.0811214855280243,4: [n=234] extract|larvae|aegypti|ppm|concentration|leaf|extracts|leaves|larvicidal|papaya,#f58231,0.09681612,4.8876395
8230,0,3,0.10558724262696728,3: [n=190] climate|change|temperature|incidence|rainfall|factors|humidity|climatic|weather|correlation,#4363d8,-2.2989728,11.598802
8231,0,4,0.06839027122531054,4: [n=234] extract|larvae|aegypti|ppm|concentration|leaf|extracts|leaves|larvicidal|papaya,#f58231,0.29923576,1.193411
8232,0,6,0.05590490324772139,6: [n=127] de|la|en|el|del|que|los|se|para|da,#42d4f4,1.6784368,4.765001
8233,0,3,0.04092693726667282,3: [n=190] climate|change|temperature|incidence|rainfall|factors|humidity|climatic|weather|correlation,#4363d8,-1.6926218,10.530959
8234,0,4,0.08795023252673059,4: [n=234] extract|larvae|aegypti|ppm|concentration|leaf|extracts|leaves|larvicidal|papaya,#f58231,0.053040743,3.7241924
8235,0,11,0.0362268482678356,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,6.9868407,2.3952875
8236,0,4,0.07747440940919212,4: [n=234] extract|larvae|aegypti|ppm|concentration|leaf|extracts|leaves|larvicidal|papaya,#f58231,0.15371177,4.924797
8237,0,1,0.10269263965145974,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-1.6060569,-0.46002406
8238,0,2,0.04363989604475698,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,9.969027,2.197884
8239,0,16,0.11153660528866968,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,-0.9099053,0.68068695
8240,0,2,0.00857687454269176,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,9.98994,2.7817926
8241,0,1,0.1027435388232358,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-0.12402817,-0.75818855
8242,0,1,0.11495110543628038,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-1.8846867,0.46860194
8243,0,18,0.15058163047466785,18: [n=122] typhus|scrub|malaria|febrile|leptospirosis|acute|illness|infections|diagnosis|thrombocytopenia,#000075,7.1292043,3.0068493
8244,0,13,0.03839026950350093,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,2.5567906,7.242262
8245,0,13,0.08644901216789011,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,2.928358,10.60468
8246,0,7,0.046410496497210255,7: [n=215] igm|ns1|positive|igg|samples|elisa|antigen|antibodies|detection|test,#f032e6,3.8408523,5.481472
8247,0,15,0.1117241324886875,15: [n=205] zika|zikv|chikungunya|yellow|viruses|microcephaly|flavivirus|nile|brazil|west,#aaffc3,6.1747837,10.946256
8248,0,5,0.07309070704824873,5: [n=247] knowledge|prevention|attitude|practices|regarding|respondents|practice|among|students|community,#911eb4,-2.5102408,5.421464
8249,0,13,0.029738037244148884,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,3.3204112,9.1488695
8250,0,11,0.06801618225401983,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,7.646144,2.8915474
8251,0,2,0.0068566872231828275,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.759877,2.7222176
8252,0,2,0.04887547341075341,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,9.7810545,2.0482264
8253,0,11,0.04876174950174478,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,8.691477,1.8744454
8254,0,18,0.11196882764758463,18: [n=122] typhus|scrub|malaria|febrile|leptospirosis|acute|illness|infections|diagnosis|thrombocytopenia,#000075,7.6674223,2.1148925
8255,0,5,0.09259955401621571,5: [n=247] knowledge|prevention|attitude|practices|regarding|respondents|practice|among|students|community,#911eb4,-3.5414693,4.89273
8256,0,2,0.016007809647617544,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.253552,2.9944146
8257,0,17,0.09358582735304133,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-1.7037216,7.7983108
8258,0,14,0.05728803723167146,14: [n=134] children|shock|years|severity|age|severe|hepatic|liver|dysfunction|dss,#800000,4.516642,3.226951
8259,0,10,0.11353901174013324,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.8138891,12.314185
8260,0,16,0.01645365018629333,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,0.4305693,6.8066463
8261,0,19,0.0902624362404234,19: [n=78] clinical|profile|laboratory|manifestations|outcome|features|diagnosis|common|signs|parameters,#a9a9a9,5.565215,3.544585
8262,0,10,0.023785042317169644,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,1.1389053,12.069908
8263,0,11,0.1028786070681109,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,7.941996,0.62898785
8264,0,17,0.0834084217599012,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.15165,8.61779
8265,0,5,0.03084911566987703,5: [n=247] knowledge|prevention|attitude|practices|regarding|respondents|practice|among|students|community,#911eb4,-2.997617,6.6010942
8266,0,11,0.003436884618768394,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,7.523264,2.7080348
8267,0,13,0.027934506561742196,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,2.5643702,9.807673
8268,0,1,0.10543874409227408,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-2.285974,-0.654773
8269,0,1,0.0928934636181789,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-3.1762433,-0.037474852
8270,0,1,0.11146463846876013,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-1.9374533,-0.5873998
8271,0,16,0.08484377545538975,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,0.3313128,6.214329
8272,0,1,0.09988845788481929,1: [n=319] dan|yang|dengan|di|dbd|pada|penelitian|demam|ini|adalah,#3cb44b,-2.324555,-1.0716283
8273,0,17,0.022100652951636764,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-0.4282402,9.450429
8274,0,11,0.0030387640546545654,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,7.509328,2.8967302
8275,0,14,0.09067883042209518,14: [n=134] children|shock|years|severity|age|severe|hepatic|liver|dysfunction|dss,#800000,3.6629877,1.2122175
8276,0,10,0.06907250466964435,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.9813617,10.922016
8277,0,11,0.04034521463991274,11: [n=194] platelet|thrombocytopenia|count|bleeding|transfusion|platelets|blood|counts|group|mean,#dcbeff,8.526155,0.896751
8278,0,4,0.05248123666187276,4: [n=234] extract|larvae|aegypti|ppm|concentration|leaf|extracts|leaves|larvicidal|papaya,#f58231,0.7717717,4.198433
8279,0,10,0.015608001754938212,10: [n=289] model|models|transmission|dynamics|prediction|mathematical|spatial|regression|number|system,#469990,0.34219092,11.22334
8280,0,9,0.08306421445042184,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,6.359983,9.020892
8281,0,2,0.003341174380740193,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,12.300298,2.1556854
8282,0,2,0.017561910631797437,2: [n=472] case|report|acute|patient|rare|syndrome|manifestations|neurological|severe|complications,#ffe119,10.2720785,2.4274733
8283,0,13,0.027229315279096833,13: [n=329] diseases|infectious|covid_19|malaria|countries|tropical|infections|human|viral|public,#fffac8,1.4302455,10.0613
8284,0,16,0.07498315612849296,16: [n=181] aegypti|ae|mosquitoes|vector|albopictus|resistance|species|insecticide|insecticides|vectors,#808000,0.4067895,6.733301
8285,0,8,0.04218642715996733,8: [n=51] tertiary|care|hospital|india|centre|admitted|profile|south|center|teaching,#bfef45,5.7791,1.8215693
8286,0,7,0.12963854713389059,7: [n=215] igm|ns1|positive|igg|samples|elisa|antigen|antibodies|detection|test,#f032e6,7.033571,5.6308074
8287,0,17,0.09225569682119794,17: [n=359] index|research|incidence|larvae|density|city|village|community|container|area,#ffd8b1,-2.0009904,8.115171
8288,0,14,0.09529274379559777,14: [n=134] children|shock|years|severity|age|severe|hepatic|liver|dysfunction|dss,#800000,3.1407876,2.43552
8289,0,6,0.19364563135788604,6: [n=127] de|la|en|el|del|que|los|se|para|da,#42d4f4,1.7488626,5.2518764
8290,0,0,0.0,0: [n=703] outbreak|surveillance|epidemic|reported|imported|epidemiological|years|outbreaks|pakistan|system,#e6194B,-0.7347204,3.4915159
8291,0,9,0.03818167162508324,9: [n=386] denv|vaccine|serotypes|cells|viral|serotype|protein|four|viruses|immune,#fabed4,6.53901,8.984292
